Hashtag,User_ID,Count,
,,,49
#NYIAS2018,445217292,1,
,,,
#NYIAS2018,95615704,1,
,,,
#NYIAS2018,17365324,6,
,,,
#NYIAS2018,875067307,1,
,,,
#NYIAS2018,439690753,1,
,,,
#NYIAS2018,9.79613E+17,1,
,,,
#NYIAS2018,17224164,12,
,,,
#NYIAS2018,9.7901E+17,1,
,,,
#NYIAS2018,3044590115,2,
,,,
#NYIAS2018,8.94918E+17,3,
,,,
#NYIAS2018,1320335719,1,
,,,
#NYIAS2018,187896692,1,
,,,
#NYIAS2018,140075557,3,
,,,
#NYIAS2018,2538452543,1,
,,,
#NYIAS2018,453899377,1,
,,,
#NYIAS2018,1603823832,1,
,,,
#NYIAS2018,40269722,1,
,,,
#NYIAS2018,7.33491E+17,1,
,,,
#NYIAS2018,119058566,1,
,,,
#NYIAS2018,2493153705,7,
,,,
#NYIAS2018,16665516,9,
,,,
#NYIAS2018,17536850,7,
,,,
#NYIAS2018,9.50053E+17,1,
,,,
#NYIAS2018,3321597090,1,
,,,
#NYIAS2018,576485260,2,
,,,
#NYIAS2018,733651507,11,
,,,
#NYIAS2018,3294200775,4,
,,,
#NYIAS2018,8.41259E+17,1,
,,,
#NYIAS2018,3316759266,5,
,,,
#NYIAS2018,9.65897E+17,2,
,,,
#NYIAS2018,1831919268,1,
,,,
#NYIAS2018,952049809,1,
,,,
#NYIAS2018,36907004,1,
,,,
#NYIAS2018,2959029375,1,
,,,
#NYIAS2018,1209274076,1,
,,,
#NYIAS2018,50127907,1,
,,,
#NYIAS2018,1622169433,4,
,,,
#NYIAS2018,2226872263,1,
,,,
#NYIAS2018,8.7921E+17,1,
,,,
#NYIAS2018,29311468,1,
,,,
#NYIAS2018,734129690,1,
,,,
#NYIAS2018,36102339,1,
,,,
#NYIAS2018,416277918,1,
,,,
#NYIAS2018,2984055636,1,
,,,
#NYIAS2018,9.79464E+17,6,
,,,
#NYIAS2018,2220260453,7,
,,,
#NYIAS2018,151627273,1,
,,,
#NYIAS2018,181989393,1,
,,,
#NYIAS2018,9.79599E+17,1,
,,,
#NYIAS2018,218258350,1,
,,,
#NYIAS2018,16285883,22,
,,,
#NYIAS2018,2274070765,12,
,,,
#NYIAS2018,19305768,1,
,,,
#NYIAS2018,404079896,1,
,,,
#NYIAS2018,9.79592E+17,1,
,,,
#NYIAS2018,40850891,1,
,,,
#NYIAS2018,2278822326,24,
,,,
#NYIAS2018,360238450,1,
,,,
#NYIAS2018,576575952,11,
,,,
#NYIAS2018,9.79582E+17,1,
,,,
#NYIAS2018,2610010387,1,
,,,
#NYIAS2018,121784370,4,
,,,
#NYIAS2018,8.49287E+17,13,
,,,
#NYIAS2018,1599994039,1,
,,,
#NYIAS2018,9.33078E+17,1,
,,,
#NYIAS2018,9.37465E+17,2,
,,,
#NYIAS2018,7.12737E+17,7,
,,,
#NYIAS2018,8.73247E+17,1,
,,,
#NYIAS2018,596219731,4,
,,,
#NYIAS2018,2167231033,1,
,,,
#NYIAS2018,121037418,1,
,,,
#NYIAS2018,104901575,1,
,,,
#NYIAS2018,8.21747E+17,2,
,,,
#NYIAS2018,434573610,1,
,,,
#NYIAS2018,9.7958E+17,1,
,,,
#NYIAS2018,987496153,1,
,,,
#NYIAS2018,326543241,1,
,,,
#NYIAS2018,9.51975E+17,1,
,,,
#NYIAS2018,1394685409,1,
,,,
#NYIAS2018,8.8E+17,5,
,,,
#NYIAS2018,9.79577E+17,1,
,,,
#NYIAS2018,2173559971,1,
,,,
#NYIAS2018,257091448,1,
,,,
#NYIAS2018,9.25005E+17,1,
,,,
#NYIAS2018,7972012,4,
,,,
#NYIAS2018,2557373832,1,
,,,
#NYIAS2018,2488416183,1,
,,,
#NYIAS2018,85218923,1,
,,,
#NYIAS2018,415708150,31,
,,,
#NYIAS2018,8.50734E+17,1,
,,,
#NYIAS2018,451040265,2,
,,,
#NYIAS2018,910466047,1,
,,,
#NYIAS2018,390376213,4,
,,,
#NYIAS2018,58473250,1,
,,,
#NYIAS2018,45397823,1,
,,,
#NYIAS2018,58969636,1,
,,,
#NYIAS2018,249035223,2,
,,,
#NYIAS2018,2879879795,1,
,,,
#NYIAS2018,8.2995E+17,2,
,,,
#NYIAS2018,3350656169,4,
,,,
#NYIAS2018,2664230101,1,
,,,
#NYIAS2018,2890693525,1,
,,,
#NYIAS2018,8.01168E+17,1,
,,,
#NYIAS2018,458930283,1,
,,,
#NYIAS2018,9.3662E+17,1,
,,,
#NYIAS2018,8.7256E+17,4,
,,,
#NYIAS2018,9.07595E+17,2,
,,,
#NYIAS2018,129175072,1,
,,,
#NYIAS2018,37034483,11,
,,,
#NYIAS2018,1079126036,20,
,,,
#NYIAS2018,7.17216E+17,1,
,,,
#NYIAS2018,602622450,1,
,,,
#NYIAS2018,162010296,1,
,,,
#NYIAS2018,618401288,4,
,,,
#NYIAS2018,24345125,1,
,,,
#NYIAS2018,9.79555E+17,1,
,,,
#NYIAS2018,3314306216,17,
,,,
#NYIAS2018,2368091165,1,
,,,
#NYIAS2018,233241477,1,
,,,
#NYIAS2018,16829366,1,
,,,
#NYIAS2018,13770962,1,
,,,
#NYIAS2018,391173245,1,
,,,
#NYIAS2018,9.79554E+17,1,
,,,
#NYIAS2018,121208914,2,
,,,
#NYIAS2018,7.63002E+17,1,
,,,
#NYIAS2018,39264280,1,
,,,
#NYIAS2018,124515109,1,
,,,
#NYIAS2018,7.78653E+17,1,
,,,
#NYIAS2018,9.79545E+17,1,
,,,
#NYIAS2018,466136015,1,
,,,
#NYIAS2018,104942476,1,
,,,
#NYIAS2018,336133486,1,
,,,
#NYIAS2018,9.49484E+17,4,
,,,
#NYIAS2018,51825931,13,
,,,
#NYIAS2018,2560087267,1,
,,,
#NYIAS2018,1588490899,2,
,,,
#NYIAS2018,8.89303E+17,8,
,,,
#NYIAS2018,3331412985,1,
,,,
#NYIAS2018,78146971,1,
,,,
#NYIAS2018,5911342,28,
,,,
#NYIAS2018,2360067742,1,
,,,
#NYIAS2018,288600950,2,
,,,
#NYIAS2018,417473501,1,
,,,
#NYIAS2018,19938868,1,
,,,
#NYIAS2018,735500888,1,
,,,
#NYIAS2018,48248821,1,
,,,
#NYIAS2018,1860523626,2,
,,,
#NYIAS2018,3001854953,1,
,,,
#NYIAS2018,8.775E+17,1,
,,,
#NYIAS2018,15127641,1,
,,,
#NYIAS2018,72252889,1,
,,,
#NYIAS2018,780903678,2,
,,,
#NYIAS2018,460283068,1,
,,,
#NYIAS2018,7.09713E+17,1,
,,,
#NYIAS2018,14332852,7,
,,,
#NYIAS2018,58170833,13,
,,,
#NYIAS2018,7.45469E+17,1,
,,,
#NYIAS2018,8725112,1,
,,,
#NYIAS2018,9.10129E+17,1,
,,,
#NYIAS2018,311071555,3,
,,,
#NYIAS2018,1011092623,1,
,,,
#NYIAS2018,602113996,1,
,,,
#NYIAS2018,164920685,1,
,,,
#NYIAS2018,3101042447,9,
,,,
#NYIAS2018,9.18065E+17,4,
,,,
#NYIAS2018,29333953,7,
,,,
#NYIAS2018,32768160,1,
,,,
#NYIAS2018,7.86392E+17,1,
,,,
#NYIAS2018,2434586664,1,
,,,
#NYIAS2018,1686781957,1,
,,,
#NYIAS2018,21636703,1,
,,,
#NYIAS2018,83474613,4,
,,,
#NYIAS2018,9.79532E+17,1,
,,,
#NYIAS2018,1412999136,1,
,,,
#NYIAS2018,1046154696,1,
,,,
#NYIAS2018,59747580,1,
,,,
#NYIAS2018,224878621,3,
,,,
#NYIAS2018,368623391,1,
,,,
#NYIAS2018,9.79529E+17,1,
,,,
#NYIAS2018,43110410,1,
,,,
#NYIAS2018,1457466392,1,
,,,
#NYIAS2018,22681702,1,
,,,
#NYIAS2018,193099797,1,
,,,
#NYIAS2018,2256819292,15,
,,,
#NYIAS2018,1855108598,4,
,,,
#NYIAS2018,9.79528E+17,1,
,,,
#NYIAS2018,1884709878,1,
,,,
#NYIAS2018,326536762,1,
,,,
#NYIAS2018,8.86669E+17,2,
,,,
#NYIAS2018,326561241,1,
,,,
#NYIAS2018,33247270,3,
,,,
#NYIAS2018,4893146181,2,
,,,
#NYIAS2018,76034424,1,
,,,
#NYIAS2018,797574884,4,
,,,
#NYIAS2018,9.01473E+17,1,
,,,
#NYIAS2018,10054832,1,
,,,
#NYIAS2018,4458683592,1,
,,,
#NYIAS2018,1852740168,1,
,,,
#NYIAS2018,185143061,1,
,,,
#NYIAS2018,608395462,1,
,,,
#NYIAS2018,8.82309E+17,1,
,,,
#NYIAS2018,1387297933,2,
,,,
#NYIAS2018,267234685,1,
,,,
#NYIAS2018,1270839408,4,
,,,
#NYIAS2018,9.79519E+17,1,
,,,
#NYIAS2018,3810216433,3,
,,,
#NYIAS2018,709828169,2,
,,,
#NYIAS2018,9.09112E+17,1,
,,,
