Hashtag,User_ID,Count,
,,,100
#SackMamataGovt,75233270,21,
,,,
#SackMamataGovt,2457023834,2,
,,,
#SackMamataGovt,8.45575E+17,5,
,,,
#SackMamataGovt,7.15352E+17,2,
,,,
#SackMamataGovt,123880069,2,
,,,
#SackMamataGovt,75947630,3,
,,,
#SackMamataGovt,88635034,3,
,,,
#SackMamataGovt,7.90971E+17,2,
,,,
#SackMamataGovt,3190596972,7,
,,,
#SackMamataGovt,12154072,13,
,,,
#SackMamataGovt,3425779220,2,
,,,
#SackMamataGovt,4734901781,8,
,,,
#SackMamataGovt,3791296160,3,
,,,
#SackMamataGovt,4902012913,8,
,,,
#SackMamataGovt,333888745,1,
,,,
#SackMamataGovt,72097610,1,
,,,
#SackMamataGovt,2969041352,5,
,,,
#SackMamataGovt,2267188294,3,
,,,
#SackMamataGovt,2427153318,2,
,,,
#SackMamataGovt,861103902,6,
,,,
#SackMamataGovt,8.49878E+17,15,
,,,
#SackMamataGovt,2936556914,14,
,,,
#SackMamataGovt,2936568529,17,
,,,
#SackMamataGovt,7.7264E+17,16,
,,,
#SackMamataGovt,2795719045,1,
,,,
#SackMamataGovt,2299208742,18,
,,,
#SackMamataGovt,4358478913,6,
,,,
#SackMamataGovt,4537191614,9,
,,,
#SackMamataGovt,335162186,3,
,,,
#SackMamataGovt,433509187,9,
,,,
#SackMamataGovt,272503721,1,
,,,
#SackMamataGovt,110113879,7,
,,,
#SackMamataGovt,100677589,7,
,,,
#SackMamataGovt,9.66503E+17,4,
,,,
#SackMamataGovt,136958068,11,
,,,
#SackMamataGovt,3282536012,9,
,,,
#SackMamataGovt,8.93399E+17,1,
,,,
#SackMamataGovt,70093851,18,
,,,
#SackMamataGovt,9.31477E+17,1,
,,,
#SackMamataGovt,318322974,2,
,,,
#SackMamataGovt,9.73406E+17,1,
,,,
#SackMamataGovt,2543887579,1,
,,,
#SackMamataGovt,8.92976E+17,1,
,,,
#SackMamataGovt,47544851,1,
,,,
#SackMamataGovt,8.79243E+17,1,
,,,
#SackMamataGovt,8.23938E+17,1,
,,,
#SackMamataGovt,9.46636E+17,1,
,,,
#SackMamataGovt,3309581966,3,
,,,
#SackMamataGovt,8.78082E+17,6,
,,,
#SackMamataGovt,1244618575,1,
,,,
#SackMamataGovt,8.80405E+17,2,
,,,
#SackMamataGovt,9.0969E+17,2,
,,,
#SackMamataGovt,88707744,4,
,,,
#SackMamataGovt,91242528,5,
,,,
#SackMamataGovt,409883033,1,
,,,
#SackMamataGovt,9.76061E+17,1,
,,,
#SackMamataGovt,9.79094E+17,1,
,,,
#SackMamataGovt,1500784195,6,
,,,
#SackMamataGovt,9.44528E+17,2,
,,,
#SackMamataGovt,8.93179E+17,1,
,,,
#SackMamataGovt,7.67334E+17,1,
,,,
#SackMamataGovt,1241198509,1,
,,,
#SackMamataGovt,9.75755E+17,12,
,,,
#SackMamataGovt,9.64519E+17,1,
,,,
#SackMamataGovt,7.86515E+17,1,
,,,
#SackMamataGovt,9.22297E+17,1,
,,,
#SackMamataGovt,9.72758E+17,1,
,,,
#SackMamataGovt,378518297,1,
,,,
#SackMamataGovt,9.79716E+17,1,
,,,
#SackMamataGovt,4798092860,1,
,,,
#SackMamataGovt,9.07868E+17,1,
,,,
#SackMamataGovt,969090522,2,
,,,
#SackMamataGovt,8.52383E+17,1,
,,,
#SackMamataGovt,3103543464,5,
,,,
#SackMamataGovt,7.98912E+17,10,
,,,
#SackMamataGovt,9.77545E+17,2,
,,,
#SackMamataGovt,7.15079E+17,1,
,,,
#SackMamataGovt,8.97278E+17,1,
,,,
#SackMamataGovt,4460017946,2,
,,,
#SackMamataGovt,3182943151,4,
,,,
#SackMamataGovt,2681910584,1,
,,,
#SackMamataGovt,307793874,5,
,,,
#SackMamataGovt,3059681000,2,
,,,
#SackMamataGovt,281582921,1,
,,,
#SackMamataGovt,8.17451E+17,1,
,,,
#SackMamataGovt,9.37213E+17,3,
,,,
#SackMamataGovt,9.53802E+17,3,
,,,
#SackMamataGovt,73958391,1,
,,,
#SackMamataGovt,153739657,4,
,,,
#SackMamataGovt,7.86231E+17,1,
,,,
#SackMamataGovt,9.73086E+17,1,
,,,
#SackMamataGovt,7.10848E+17,1,
,,,
#SackMamataGovt,2174105947,1,
,,,
#SackMamataGovt,963921739,5,
,,,
#SackMamataGovt,965532211,1,
,,,
#SackMamataGovt,569661214,2,
,,,
#SackMamataGovt,9.60505E+17,1,
,,,
#SackMamataGovt,103162772,3,
,,,
#SackMamataGovt,7.33685E+17,8,
,,,
#SackMamataGovt,719240691,1,
,,,
#SackMamataGovt,3016135627,1,
,,,
#SackMamataGovt,52797829,6,
,,,
#SackMamataGovt,9.4419E+17,1,
,,,
#SackMamataGovt,9.42401E+17,2,
,,,
#SackMamataGovt,9.53849E+17,1,
,,,
#SackMamataGovt,7.31769E+17,20,
,,,
#SackMamataGovt,47984812,1,
,,,
#SackMamataGovt,9.75606E+17,4,
,,,
#SackMamataGovt,2197043696,8,
,,,
#SackMamataGovt,9.58569E+17,1,
,,,
#SackMamataGovt,2537791472,1,
,,,
#SackMamataGovt,9.22491E+17,1,
,,,
#SackMamataGovt,9.44142E+17,6,
,,,
#SackMamataGovt,9.50784E+17,2,
,,,
#SackMamataGovt,9.53185E+17,1,
,,,
#SackMamataGovt,8.39807E+17,1,
,,,
#SackMamataGovt,79414937,2,
,,,
#SackMamataGovt,2186812779,1,
,,,
#SackMamataGovt,63215225,1,
,,,
#SackMamataGovt,364409689,1,
,,,
#SackMamataGovt,8.96331E+17,3,
,,,
#SackMamataGovt,592550047,1,
,,,
#SackMamataGovt,9.75214E+17,7,
,,,
#SackMamataGovt,8.83898E+17,1,
,,,
#SackMamataGovt,3301344383,1,
,,,
#SackMamataGovt,7.22283E+17,1,
,,,
#SackMamataGovt,9.45964E+17,1,
,,,
#SackMamataGovt,175677130,3,
,,,
#SackMamataGovt,7.05353E+17,1,
,,,
#SackMamataGovt,1386629460,1,
,,,
#SackMamataGovt,9.60089E+17,1,
,,,
#SackMamataGovt,3595601294,1,
,,,
#SackMamataGovt,9.50681E+17,3,
,,,
#SackMamataGovt,9.40229E+17,1,
,,,
#SackMamataGovt,58242871,17,
,,,
#SackMamataGovt,9.75773E+17,1,
,,,
#SackMamataGovt,2307765030,1,
,,,
#SackMamataGovt,154235665,3,
,,,
#SackMamataGovt,53984779,1,
,,,
#SackMamataGovt,1967548322,1,
,,,
#SackMamataGovt,8.48815E+17,8,
,,,
#SackMamataGovt,2306915652,1,
,,,
#SackMamataGovt,7.06493E+17,6,
,,,
#SackMamataGovt,9.07793E+17,1,
,,,
#SackMamataGovt,7.83017E+17,13,
,,,
#SackMamataGovt,4646093532,7,
,,,
#SackMamataGovt,7.22325E+17,4,
,,,
#SackMamataGovt,7.74349E+17,10,
,,,
#SackMamataGovt,3300890464,8,
,,,
#SackMamataGovt,2386401866,1,
,,,
#SackMamataGovt,9.33168E+17,1,
,,,
#SackMamataGovt,9.42996E+17,4,
,,,
#SackMamataGovt,9.60706E+17,1,
,,,
#SackMamataGovt,7.13182E+17,8,
,,,
#SackMamataGovt,288938558,1,
,,,
#SackMamataGovt,9.79404E+17,1,
,,,
#SackMamataGovt,8.90116E+17,2,
,,,
#SackMamataGovt,4576649772,4,
,,,
#SackMamataGovt,8.8606E+17,4,
,,,
#SackMamataGovt,2343221881,5,
,,,
#SackMamataGovt,8.10027E+17,1,
,,,
#SackMamataGovt,1047909697,2,
,,,
#SackMamataGovt,8.54308E+17,2,
,,,
#SackMamataGovt,8.8555E+17,1,
,,,
#SackMamataGovt,59394467,1,
,,,
#SackMamataGovt,9.19887E+17,3,
,,,
#SackMamataGovt,9.42288E+17,5,
,,,
#SackMamataGovt,119356687,1,
,,,
#SackMamataGovt,9.61431E+17,6,
,,,
#SackMamataGovt,1625104998,3,
,,,
#SackMamataGovt,1464175106,5,
,,,
#SackMamataGovt,8.90091E+17,1,
,,,
#SackMamataGovt,99922127,1,
,,,
#SackMamataGovt,605203127,1,
,,,
#SackMamataGovt,2706164916,1,
,,,
#SackMamataGovt,1215357290,2,
,,,
#SackMamataGovt,9.35116E+17,2,
,,,
#SackMamataGovt,9.16716E+17,3,
,,,
#SackMamataGovt,9.16941E+17,7,
,,,
#SackMamataGovt,9.2714E+17,1,
,,,
#SackMamataGovt,1384626162,11,
,,,
#SackMamataGovt,9.36094E+17,1,
,,,
#SackMamataGovt,2451725124,1,
,,,
#SackMamataGovt,9.10038E+17,9,
,,,
#SackMamataGovt,9.45344E+17,5,
,,,
#SackMamataGovt,7.98456E+17,15,
,,,
#SackMamataGovt,9.60391E+17,1,
,,,
#SackMamataGovt,3251391355,7,
,,,
#SackMamataGovt,8.36763E+17,1,
,,,
#SackMamataGovt,8.97363E+17,1,
,,,
#SackMamataGovt,114385660,1,
,,,
#SackMamataGovt,392854845,1,
,,,
#SackMamataGovt,2904821718,1,
,,,
#SackMamataGovt,7.97721E+17,3,
,,,
#SackMamataGovt,7.40913E+17,6,
,,,
#SackMamataGovt,715852658,1,
,,,
#SackMamataGovt,7.99196E+17,3,
,,,
#SackMamataGovt,9.30765E+17,2,
,,,
#SackMamataGovt,9.72369E+17,6,
,,,
#SackMamataGovt,3300498578,5,
,,,
#SackMamataGovt,3221752463,1,
,,,
#SackMamataGovt,144051707,1,
,,,
#SackMamataGovt,7.30621E+17,15,
,,,
#SackMamataGovt,2277008508,2,
,,,
#SackMamataGovt,2179979548,4,
,,,
#SackMamataGovt,9.40385E+17,2,
,,,
#SackMamataGovt,2324820822,21,
,,,
#SackMamataGovt,9.72034E+17,5,
,,,
#SackMamataGovt,7.54291E+17,3,
,,,
#SackMamataGovt,2801729758,5,
,,,
#SackMamataGovt,7.76954E+17,10,
,,,
#SackMamataGovt,2599711884,1,
,,,
#SackMamataGovt,140904153,2,
,,,
#SackMamataGovt,2486306867,1,
,,,
#SackMamataGovt,7.02511E+17,13,
,,,
#SackMamataGovt,9.79512E+17,4,
,,,
#SackMamataGovt,2346427128,6,
,,,
#SackMamataGovt,9.58518E+17,2,
,,,
#SackMamataGovt,351777972,1,
,,,
#SackMamataGovt,141121963,9,
,,,
#SackMamataGovt,8.49354E+17,1,
,,,
#SackMamataGovt,7.84628E+17,2,
,,,
#SackMamataGovt,9.41177E+17,3,
,,,
#SackMamataGovt,9.19234E+17,1,
,,,
#SackMamataGovt,9.09971E+17,13,
,,,
#SackMamataGovt,8.48809E+17,2,
,,,
#SackMamataGovt,9.05328E+17,3,
,,,
#SackMamataGovt,113418898,1,
,,,
#SackMamataGovt,207159442,3,
,,,
#SackMamataGovt,1606605774,3,
,,,
#SackMamataGovt,4676564298,7,
,,,
#SackMamataGovt,7.1514E+17,1,
,,,
#SackMamataGovt,8.94529E+17,1,
,,,
#SackMamataGovt,7.68684E+17,1,
,,,
#SackMamataGovt,9.18053E+17,1,
,,,
#SackMamataGovt,9.06507E+17,1,
,,,
#SackMamataGovt,1113819907,1,
,,,
#SackMamataGovt,9.06509E+17,1,
,,,
#SackMamataGovt,9.09296E+17,1,
,,,
#SackMamataGovt,9.12318E+17,1,
,,,
#SackMamataGovt,9.05803E+17,2,
,,,
#SackMamataGovt,8.97498E+17,1,
,,,
#SackMamataGovt,9.25297E+17,1,
,,,
#SackMamataGovt,3138628626,1,
,,,
#SackMamataGovt,9.03267E+17,1,
,,,
#SackMamataGovt,3198208297,1,
,,,
#SackMamataGovt,9.12322E+17,1,
,,,
#SackMamataGovt,8.61919E+17,1,
,,,
#SackMamataGovt,8.63669E+17,1,
,,,
#SackMamataGovt,9.49635E+17,1,
,,,
#SackMamataGovt,8.97027E+17,1,
,,,
#SackMamataGovt,9.80039E+17,1,
,,,
#SackMamataGovt,9.16982E+17,1,
,,,
#SackMamataGovt,8.65705E+17,2,
,,,
#SackMamataGovt,9.16984E+17,1,
,,,
#SackMamataGovt,9.36542E+17,1,
,,,
#SackMamataGovt,9.34122E+17,1,
,,,
#SackMamataGovt,9.33563E+17,1,
,,,
#SackMamataGovt,9.66373E+17,1,
,,,
#SackMamataGovt,9.05774E+17,1,
,,,
#SackMamataGovt,9.06514E+17,1,
,,,
#SackMamataGovt,7.93401E+17,3,
,,,
#SackMamataGovt,9.00681E+17,1,
,,,
#SackMamataGovt,7.62592E+17,1,
,,,
#SackMamataGovt,9.03988E+17,1,
,,,
#SackMamataGovt,9.36283E+17,1,
,,,
#SackMamataGovt,118355447,3,
,,,
#SackMamataGovt,9.36281E+17,1,
,,,
#SackMamataGovt,9.1231E+17,1,
,,,
#SackMamataGovt,9.7882E+17,1,
,,,
#SackMamataGovt,178670547,7,
,,,
#SackMamataGovt,9.12309E+17,1,
,,,
#SackMamataGovt,74706063,2,
,,,
#SackMamataGovt,9.12974E+17,1,
,,,
#SackMamataGovt,9.57561E+17,1,
,,,
#SackMamataGovt,35165361,6,
,,,
#SackMamataGovt,9.40558E+17,1,
,,,
#SackMamataGovt,780109560,1,
,,,
#SackMamataGovt,9.52537E+17,1,
,,,
#SackMamataGovt,8.84776E+17,1,
,,,
#SackMamataGovt,8.74889E+17,1,
,,,
#SackMamataGovt,7.81504E+17,1,
,,,
#SackMamataGovt,213977882,7,
,,,
#SackMamataGovt,2534074718,8,
,,,
#SackMamataGovt,2479469234,5,
,,,
#SackMamataGovt,132535398,1,
,,,
#SackMamataGovt,269256017,2,
,,,
#SackMamataGovt,8.96721E+17,2,
,,,
#SackMamataGovt,9.54992E+17,1,
,,,
#SackMamataGovt,121692335,1,
,,,
#SackMamataGovt,9.03879E+17,1,
,,,
#SackMamataGovt,370615515,1,
,,,
#SackMamataGovt,9.17755E+17,1,
,,,
#SackMamataGovt,9.6436E+17,1,
,,,
#SackMamataGovt,7.92205E+17,3,
,,,
#SackMamataGovt,116689958,8,
,,,
#SackMamataGovt,2966594078,2,
,,,
#SackMamataGovt,9.58003E+17,1,
,,,
#SackMamataGovt,7.13173E+17,1,
,,,
#SackMamataGovt,9.07627E+17,1,
,,,
#SackMamataGovt,218073654,1,
,,,
#SackMamataGovt,8.44879E+17,1,
,,,
#SackMamataGovt,142322214,1,
,,,
#SackMamataGovt,220925739,10,
,,,
#SackMamataGovt,8.82985E+17,1,
,,,
#SackMamataGovt,411176136,1,
,,,
#SackMamataGovt,8.84457E+17,1,
,,,
#SackMamataGovt,500701905,5,
,,,
#SackMamataGovt,9.65973E+17,1,
,,,
#SackMamataGovt,873710240,11,
,,,
#SackMamataGovt,9.56577E+17,1,
,,,
#SackMamataGovt,9.25292E+17,1,
,,,
#SackMamataGovt,2427638880,2,
,,,
#SackMamataGovt,8.86277E+17,1,
,,,
#SackMamataGovt,336646971,2,
,,,
#SackMamataGovt,8.87716E+17,1,
,,,
#SackMamataGovt,1344002130,5,
,,,
#SackMamataGovt,80539102,1,
,,,
#SackMamataGovt,8.52888E+17,1,
,,,
#SackMamataGovt,7.75273E+17,4,
,,,
#SackMamataGovt,231784818,1,
,,,
#SackMamataGovt,2378409896,5,
,,,
#SackMamataGovt,8.23207E+17,1,
,,,
#SackMamataGovt,7.53198E+17,1,
,,,
#SackMamataGovt,9.54698E+17,1,
,,,
#SackMamataGovt,3250804122,2,
,,,
#SackMamataGovt,9.02115E+17,7,
,,,
#SackMamataGovt,1645166640,2,
,,,
#SackMamataGovt,4604667794,7,
,,,
#SackMamataGovt,7.00641E+17,7,
,,,
#SackMamataGovt,9.69143E+17,1,
,,,
#SackMamataGovt,8.9553E+17,1,
,,,
#SackMamataGovt,76639427,2,
,,,
#SackMamataGovt,7.86223E+17,4,
,,,
#SackMamataGovt,8.7966E+17,1,
,,,
#SackMamataGovt,2397688128,1,
,,,
#SackMamataGovt,294635253,1,
,,,
#SackMamataGovt,189851722,1,
,,,
#SackMamataGovt,9.03134E+17,2,
,,,
#SackMamataGovt,2895688958,1,
,,,
#SackMamataGovt,9.08245E+17,9,
,,,
#SackMamataGovt,9.37274E+17,1,
,,,
#SackMamataGovt,9.12486E+17,6,
,,,
#SackMamataGovt,7.15952E+17,4,
,,,
#SackMamataGovt,9.54222E+17,7,
,,,
#SackMamataGovt,33074437,1,
,,,
#SackMamataGovt,1258814010,5,
,,,
#SackMamataGovt,8.71369E+17,2,
,,,
#SackMamataGovt,2316772064,1,
,,,
#SackMamataGovt,546580046,1,
,,,
#SackMamataGovt,9.47795E+17,3,
,,,
#SackMamataGovt,237825767,5,
,,,
#SackMamataGovt,9.10362E+17,1,
,,,
#SackMamataGovt,9.6289E+17,2,
,,,
#SackMamataGovt,9.77828E+17,3,
,,,
#SackMamataGovt,256600124,1,
,,,
#SackMamataGovt,125319959,1,
,,,
#SackMamataGovt,8.62691E+17,2,
,,,
