Hashtag,User_ID,Count,
,,,38
#SaferRoadsSaferYou,7.72988E+17,1,
,,,
#SaferRoadsSaferYou,305476991,1,
,,,
#SaferRoadsSaferYou,106069949,1,
,,,
#SaferRoadsSaferYou,7.33685E+17,2,
,,,
#SaferRoadsSaferYou,8.55429E+17,2,
,,,
#SaferRoadsSaferYou,7.02416E+17,1,
,,,
#SaferRoadsSaferYou,8.44412E+17,2,
,,,
#SaferRoadsSaferYou,1405200834,1,
,,,
#SaferRoadsSaferYou,2193429561,1,
,,,
#SaferRoadsSaferYou,4108665700,4,
,,,
#SaferRoadsSaferYou,7.43867E+17,1,
,,,
#SaferRoadsSaferYou,3266295733,1,
,,,
#SaferRoadsSaferYou,339573735,1,
,,,
#SaferRoadsSaferYou,4277237534,9,
,,,
#SaferRoadsSaferYou,4737001842,1,
,,,
#SaferRoadsSaferYou,381483903,1,
,,,
#SaferRoadsSaferYou,9.05058E+17,1,
,,,
#SaferRoadsSaferYou,2840568130,1,
,,,
#SaferRoadsSaferYou,8.93149E+17,1,
,,,
#SaferRoadsSaferYou,3260814728,1,
,,,
#SaferRoadsSaferYou,216307641,1,
,,,
#SaferRoadsSaferYou,278862810,1,
,,,
#SaferRoadsSaferYou,9.54015E+17,1,
,,,
#SaferRoadsSaferYou,8.40619E+17,1,
,,,
#SaferRoadsSaferYou,1894115047,2,
,,,
#SaferRoadsSaferYou,79901139,1,
,,,
#SaferRoadsSaferYou,4762711754,2,
,,,
#SaferRoadsSaferYou,16646268,1,
,,,
#SaferRoadsSaferYou,4030371792,1,
,,,
#SaferRoadsSaferYou,9.70892E+17,1,
,,,
#SaferRoadsSaferYou,16852344,5,
,,,
#SaferRoadsSaferYou,9.5276E+17,1,
,,,
#SaferRoadsSaferYou,9.50674E+17,2,
,,,
#SaferRoadsSaferYou,963604754,1,
,,,
#SaferRoadsSaferYou,9.775E+17,1,
,,,
#SaferRoadsSaferYou,1256806752,1,
,,,
#SaferRoadsSaferYou,128840286,1,
,,,
#SaferRoadsSaferYou,113546039,1,
,,,
#SaferRoadsSaferYou,2467725270,1,
,,,
#SaferRoadsSaferYou,9.76393E+17,2,
,,,
#SaferRoadsSaferYou,223807107,1,
,,,
#SaferRoadsSaferYou,499218805,1,
,,,
#SaferRoadsSaferYou,167687521,1,
,,,
#SaferRoadsSaferYou,9.73524E+17,1,
,,,
#SaferRoadsSaferYou,9.60002E+17,1,
,,,
#SaferRoadsSaferYou,210057853,3,
,,,
#SaferRoadsSaferYou,1211477438,1,
,,,
#SaferRoadsSaferYou,8.11158E+17,1,
,,,
#SaferRoadsSaferYou,135416822,1,
,,,
#SaferRoadsSaferYou,3277243339,1,
,,,
#SaferRoadsSaferYou,548497993,1,
,,,
#SaferRoadsSaferYou,9.40587E+17,1,
,,,
#SaferRoadsSaferYou,508736375,1,
,,,
#SaferRoadsSaferYou,522872786,1,
,,,
#SaferRoadsSaferYou,8.80407E+17,1,
,,,
#SaferRoadsSaferYou,9.54316E+17,1,
,,,
#SaferRoadsSaferYou,164969324,1,
,,,
#SaferRoadsSaferYou,9.35097E+17,1,
,,,
#SaferRoadsSaferYou,368327083,1,
,,,
#SaferRoadsSaferYou,1088338213,1,
,,,
#SaferRoadsSaferYou,3277127168,1,
,,,
#SaferRoadsSaferYou,366379084,1,
,,,
#SaferRoadsSaferYou,4043022793,1,
,,,
#SaferRoadsSaferYou,7.73128E+17,1,
,,,
#SaferRoadsSaferYou,7.15447E+17,1,
,,,
#SaferRoadsSaferYou,3052149560,1,
,,,
#SaferRoadsSaferYou,9.64464E+17,1,
,,,
#SaferRoadsSaferYou,147669379,1,
,,,
#SaferRoadsSaferYou,2232319147,2,
,,,
#SaferRoadsSaferYou,2575302427,1,
,,,
#SaferRoadsSaferYou,590903802,1,
,,,
#SaferRoadsSaferYou,8.27499E+17,2,
,,,
#SaferRoadsSaferYou,1278232814,1,
,,,
#SaferRoadsSaferYou,310837683,1,
,,,
#SaferRoadsSaferYou,141527521,1,
,,,
#SaferRoadsSaferYou,7.40527E+17,1,
,,,
#SaferRoadsSaferYou,541409402,1,
,,,
#SaferRoadsSaferYou,500531553,1,
,,,
#SaferRoadsSaferYou,1318406082,6,
